feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
-1.071206146375504931e+00,5.545399863327792112e+00,2.995332963959882910e+00,1.434765213806429074e+00,-1.798318409365079695e+00,-2.865819036804981401e+00,-3.722434125699467522e+00,3.994971496296195745e+00,1.029366621680927407e+00,2.076043436633023820e+00,-5.686987491821872354e+00,5.180335650343721454e+00,2.282626528863080484e+00,-1.913787271449026051e+00,-2.865937152749888472e+00,-2.356475742079886970e+00,-6.289044100016247807e-01,-5.931569700086135599e-01,-1.397117052959912620e+00,-3.357643856775836433e+00,0.000000000000000000e+00
-1.840965933443511560e+00,2.945908655871500859e+00,-5.185166341872251117e+00,-4.510271637746597340e-01,-2.156097015010971063e+00,1.978541628872122704e+00,-2.470162055679229751e-01,2.825857561454070854e+00,-1.782013076683744757e+00,-1.070726873762794629e+00,-2.238825538441526319e+00,-5.718406688491003642e+00,-2.770538179163173798e+00,4.872885942465302378e+00,-1.206083782201395893e+00,7.365097614421339811e-02,2.397545993756344362e+00,4.819875086228508465e+00,-4.406421004876214020e+00,-4.299082917725048247e+00,3.000000000000000000e+00
4.486952183594511645e+00,3.579978353076137543e-01,-2.381655253099144609e+00,-1.126925487777983514e+00,2.207160233626662915e+00,1.288233006695318483e+00,-3.566743284079503695e+00,-3.615937785455722864e+00,-2.117123104359981856e+00,-1.589156573149010043e+00,-2.656803962171667255e+00,-2.664280764092377574e+00,-2.323609469750133272e+00,-4.078517436145280506e+00,4.804500324577600345e+00,-3.154450495647087571e+00,-3.642931014957975222e+00,-2.380787112373942804e+00,5.369789981852230554e+00,1.352475409754225755e+00,0.000000000000000000e+00
-2.929768969542685397e+00,-3.009548262843028787e+00,-3.478232082744027176e-01,3.347566577855044301e+00,2.528586455196566884e+00,-4.527536630582490673e+00,-5.835283188259182907e+00,3.752141835505221401e+00,1.094761439674038828e+00,-4.988698662448114440e+00,2.581322776192941149e+00,-3.877463725387921833e+00,5.218412787368574612e+00,-4.102042386060598567e+00,-2.982984246742904411e+00,1.415845010860900643e+00,4.395309441648160842e+00,-2.334957870292859283e+00,-1.922035996444018346e+00,-8.544754240229710529e-01,3.000000000000000000e+00
-1.846553603594381920e+00,-3.745405138152874791e+00,-8.962813968646576868e-01,2.366502650870716540e+00,1.860120137799938789e+00,-5.035601828733113905e+00,-3.663158649313111859e+00,1.543746556534824510e+00,1.452790589805775356e+00,-6.652440583121119744e+00,1.667730625910172293e+00,-4.505844889791173813e+00,3.344533481032851974e+00,-4.866566144741119260e+00,-5.012357216102683921e+00,6.799826413317007212e-01,3.064981044818017253e+00,-1.641549430072021920e+00,-1.630176522913924453e+00,-1.634758826783303309e+00,3.000000000000000000e+00
2.239540822296072431e+00,1.620477060789855095e+00,-2.337847025342402851e+00,-1.436513426406112792e+00,2.514464215016552373e+00,5.002244801013703501e+00,-5.478928143829233655e+00,-3.717712845312143521e+00,-1.891196392688960337e+00,-1.310098074844106009e-01,-3.104100985869077345e+00,-4.372444589111639246e-01,-2.497699537036464079e+00,-3.997722818797084354e+00,3.609612241225988338e+00,-3.644516196256120999e+00,-3.658326204185219588e+00,-2.865924878777033502e+00,4.611512903911085814e+00,3.580797660986498876e+00,0.000000000000000000e+00
-9.718316854792798942e-01,4.241430034068939037e+00,2.860002210713346926e+00,1.702559349499449981e+00,-3.900205056449240093e+00,-2.275710372010454563e+00,-4.213544690314368957e+00,5.732932730035280144e+00,-2.475990149196394263e-01,1.116776840582640151e+00,-4.506522415896452749e+00,3.538256587880928450e+00,2.977333058781697073e+00,-4.307063496873980490e+00,-3.376547140943516823e+00,-2.944277859343407577e+00,-2.082794770526881667e+00,-2.259942319510282460e-01,-9.151361769902478516e-01,-1.451528742224356128e+00,0.000000000000000000e+00
-4.539325151176831774e+00,3.158061122285301003e+00,-4.261762767209137159e+00,-2.251197576852172144e+00,-8.740320159418053514e-01,-5.025121005608765845e-01,-7.346450987154116152e-01,1.821457048369387710e+00,-2.242480522774891405e+00,-3.147318835143459115e+00,-3.516407590838093178e+00,-4.664193415186678848e+00,-3.702475244880321092e+00,3.812237543793654648e+00,4.839033126114563599e-01,-1.313595824592647121e-01,2.399752680646817904e+00,4.718790863982983197e+00,-2.473529609933170725e+00,-4.076806958040992690e+00,3.000000000000000000e+00
1.539216511420434585e+00,7.790323606537719048e-01,-1.677359459476664538e+00,-1.932117456621440521e+00,1.464858671444792426e+00,3.538661186516574464e+00,-3.757801838899069491e+00,-3.403009986550102894e+00,-1.317699569916364499e+00,-2.118520091508160785e+00,-2.063678682570250889e+00,-4.058726292847169681e+00,-3.215324561476123222e+00,-5.244959878301448164e+00,5.695500211956403547e+00,-1.296581055670289029e+00,-4.123292149127592232e+00,-3.715891327506961606e+00,2.681824715531062608e+00,2.612199210290239382e+00,0.000000000000000000e+00
-4.240949290314183884e+00,4.099459012211069897e+00,1.974146182898323332e+00,2.060619035521880527e+00,-3.892687362261133099e+00,-2.262890365851480734e+00,-4.259880949450342236e+00,4.870535548405769077e+00,1.587822086769369312e+00,1.594133514701923326e+00,-5.268954444982806073e+00,5.066943685689108356e+00,1.453952883177117128e+00,-4.558315321240117513e+00,-4.740032899453263227e+00,-3.833506145404259602e+00,-3.634740845549313981e+00,2.741904064020865839e-01,-2.333939760881051484e+00,-2.486633847606876113e+00,0.000000000000000000e+00
9.237864384626646164e-01,-1.593527604238151207e+00,3.936126660039899861e+00,2.239345848417361395e+00,-2.490199046946281136e+00,-4.356168518456184025e+00,2.205843078076354047e+00,-1.071884736726250953e+00,-3.632036880144057012e+00,5.378107205390650902e-01,-2.319229281989123148e+00,-1.081030637087657453e+00,-1.986583804983044488e-01,6.986360338962012140e-01,-3.459689715648210040e+00,-5.211910238420394137e+00,-1.298326268973222897e+00,-3.460195504011629453e+00,2.420390087731730144e+00,5.436726797709611425e+00,1.000000000000000000e+00
-7.439960508802052619e-01,-3.228877550044519484e+00,4.849864379571324768e+00,4.236380829282006211e+00,-1.508161178361342447e+00,-1.458561277918130283e+00,-6.015034556892577822e-01,4.098765800336093612e+00,-7.240756393124510915e+00,-4.531604402961319167e+00,2.672048856523217442e+00,-2.278604876000245749e+00,-1.857446852274852622e+00,3.119172091574337724e+00,2.129217402096148515e+00,6.187724180919111916e+00,-1.598972139215305788e+00,4.281037631873202187e+00,2.876138155581424272e+00,-2.060509325259906710e+00,1.000000000000000000e+00
-2.958894028691631650e+00,2.885834965535113650e+00,-3.714698195053230734e+00,-1.031544944181824075e+00,-3.724813825545099544e+00,-1.619113359097097860e+00,-2.447643213647654470e-03,3.278586268522800218e+00,-1.965438768845696016e+00,-7.746705492893229961e-01,-2.022933962722428980e+00,-2.865629895588036824e+00,-2.775004800217939493e+00,4.680306108916336250e+00,5.353626337853208961e-01,-2.694720483157629909e-01,2.218224283918982742e+00,1.858505903209267451e+00,-4.005607018199635938e+00,-5.304934975278593257e+00,3.000000000000000000e+00
-7.165324937632060465e-01,-1.660661785545018976e+00,4.099254229888457779e+00,3.017264594202511141e+00,-2.603859399624661286e+00,-4.980472703597086159e+00,1.405565736250659059e+00,-2.158571142409178911e+00,-4.503163311936686064e+00,1.180614396553085754e+00,-1.931555485370958225e+00,-4.269695484846771638e-01,5.376112465186155820e-02,2.034009808211196813e+00,-2.125445629495505528e+00,-4.994424364855245990e+00,-1.012063208055687280e+00,-5.091384615317254614e+00,3.018337748757352834e+00,2.896665747149091530e+00,1.000000000000000000e+00
-7.817844301867440393e-01,-1.313301909720142602e+00,2.911994079875155350e+00,1.752867470291292751e+00,-1.584822249713814024e+00,-3.308919623683164168e+00,2.569499294879341367e+00,-2.137474674526215423e+00,-2.956313314748035381e+00,2.526813604790377976e+00,1.175218266888173879e-01,-2.556663734481483985e+00,6.886463235153553741e-01,2.513433529219069040e+00,-1.040985436802039255e+00,-2.749587162432113097e+00,-2.020606368908233641e+00,-4.174298289891412495e+00,1.839634908155479254e+00,5.285395286415729643e+00,1.000000000000000000e+00
-3.986286355881677679e+00,-2.849349108149577425e+00,-9.770513360456063445e-01,2.612161207840298260e+00,2.135906642339900241e+00,-4.850755874368727127e+00,-3.845130022651236601e+00,5.059617367243279595e+00,1.678492338046692289e+00,-3.028743682947089511e+00,3.505667594057829017e+00,-1.879861951304549139e+00,5.879615955942934846e+00,-4.254272733473137613e+00,-4.094037516763038731e+00,-2.785627273676727356e-01,4.267186439772205020e+00,-3.568772207780050110e+00,-1.415951143724501815e+00,-1.439930164798486123e+00,3.000000000000000000e+00
3.016013093656003896e+00,-3.130446532614976185e+00,-5.510838738162717743e-01,1.308046285264050868e+00,-3.185072082649316183e+00,4.390616227029481067e+00,-2.739165574495362243e+00,-2.004595722089106857e+00,-1.807397255230266397e+00,1.238277489255352970e+00,1.129676404615954421e+00,2.142746683901201266e+00,1.387841581941566371e+00,3.335669009052999456e+00,8.988413055075934466e-01,4.250535112181475839e+00,-5.098794144846392484e+00,-3.975068262607128755e-02,-3.694464152996317363e+00,3.465036493589529698e+00,2.000000000000000000e+00
-2.271915902727905667e+00,4.280711145355488689e+00,2.931260187436017794e+00,1.200218501431955520e-01,-3.790798909306470676e+00,-3.032300440011930220e+00,-6.146717470130710126e+00,3.978436111823169252e+00,2.541189737048975550e-01,2.105447953460387378e+00,-5.230512025628918593e+00,6.436407719479404932e+00,3.443265455173386780e+00,-2.150002561501074272e+00,-3.385644773329127055e+00,-1.593603083741492288e+00,-1.918978672941972885e+00,-1.317978984700945100e+00,6.112574529667142986e-01,-1.380110095605912024e+00,0.000000000000000000e+00
-2.086736096753921466e+00,2.147506080277936213e+00,3.041846732183668855e+00,6.743430707590218898e-01,2.793288463815819966e+00,-3.955356659050742074e+00,-1.547134761914880752e+00,-4.413391950605223268e-01,-3.662322971832246310e+00,-3.451839145921322238e+00,-3.180836417075549871e-01,-5.050501680435711904e+00,3.594452551481687408e+00,8.302641587291477165e-01,1.219504002577965318e+00,-4.122142330933522558e-01,-1.442649343619643032e+00,6.250396449122334275e+00,2.615026680749981125e-01,2.997766613618749965e+00,2.000000000000000000e+00
-3.078822386638615516e+00,2.888625490923084627e+00,2.223392335589474911e+00,-1.641934700040998951e-01,3.652260168405863983e+00,-2.873801275936942456e+00,-1.809094645719885541e+00,-8.848767692165484533e-01,-9.044085032317884520e-01,-2.047057378698543317e+00,-1.329827909709867306e+00,-4.548756975578905681e+00,1.762526986375517746e+00,6.229211491318631388e-02,-7.552773414025604204e-03,-2.624829613284136887e+00,-1.288282212575386776e-01,3.754688730667766983e+00,2.040045431662020903e+00,2.219233934753513271e+00,2.000000000000000000e+00
-1.927632428479485682e+00,5.498418065293686041e+00,1.168685186509970775e+00,-1.516682391958157350e-01,-2.138045820682840770e+00,-3.114745566236824637e+00,-5.001088329508390551e+00,5.801601889299762504e+00,-1.032641112307188802e-01,2.527305739930107098e+00,-5.652256016494714430e+00,3.947285307145951716e+00,4.127526231428215731e+00,-2.643029225863656961e+00,-2.793396572341835693e+00,-4.618716790270625872e+00,-1.893662767313714301e+00,-5.875790183713636150e-02,-1.585903715100095868e+00,-2.256922095747944113e-01,0.000000000000000000e+00
2.978375934734922570e+00,2.028281123476072700e+00,-3.177048745817562025e+00,-8.745995382210142166e-01,1.518820826616111175e+00,2.265328210820093169e+00,-6.927349898502573211e+00,-3.142381200045431200e+00,-2.324988429456647854e+00,-4.063888781737409417e+00,-1.323859181231553439e+00,-3.918526305467811888e+00,-2.432423426407534173e+00,-3.229303123565339551e+00,3.374421096767696859e+00,-2.143343612130761411e+00,-2.414577439520973368e+00,-2.645397451942885336e+00,3.546391128014085403e+00,1.439824757257069265e+00,0.000000000000000000e+00
-1.908461027209216399e+00,2.782938194778006746e+00,1.777734804633523069e+00,1.745117074746149743e-02,4.874788410128074290e+00,-2.748665964996947597e+00,-1.192099793328867952e+00,-1.635957621457423627e+00,-2.191846699961958578e+00,-5.061887243810797798e+00,-1.341911427115624722e+00,-2.855477739773079282e+00,3.428239592789462442e+00,-5.666130349756763884e-01,3.189430575508405141e-01,-1.500449857038012036e+00,-1.416812869033760691e+00,4.929261799725539461e+00,1.853535786557869880e+00,2.023584551872650295e+00,2.000000000000000000e+00
-1.405603341787232896e+00,-2.162952295676224601e+00,3.902541856008792553e+00,3.695506985549779078e+00,-3.870409246727557040e+00,-1.028415751398449096e+00,-7.350014374677580342e-01,3.249426116735461889e+00,-5.539797374364932914e+00,-2.576982332708468881e+00,2.506132210397937765e+00,-3.587057811071768798e-01,-3.039779435992857604e-01,4.547796563142563642e+00,3.706032087794664420e+00,5.578430383975833351e+00,-2.332685995890971586e+00,3.323665402460142637e+00,1.242741105642751087e+00,-5.681678047998414804e+00,1.000000000000000000e+00
-7.393673114848249295e-01,3.095409466888517702e+00,1.930772707935282995e+00,1.479110594184332994e-01,4.390827829872754329e+00,-3.869922623847232401e+00,-1.997886307540703399e+00,-7.965990493753432045e-01,-3.192798702810474509e+00,-5.342165639826095713e+00,-9.748844881568348164e-01,-6.631204015487008441e+00,1.855973624804479805e+00,1.182406339654157534e+00,-1.225239841036371846e-01,-1.925239552375279661e+00,-4.654309188873371195e-01,5.766367395328956036e+00,1.424758331538570122e+00,3.449568544769295642e+00,2.000000000000000000e+00
-1.882100540247228171e+00,2.975282137496871204e+00,2.509340740217463672e+00,-4.807763951287706838e-01,2.917473860491371696e+00,-4.074108588800206654e+00,-1.020597140155050653e+00,-2.740781159619785079e+00,-2.270212367936522924e+00,-2.793878095578704812e+00,-2.713912031613461728e+00,-5.149214127067689439e+00,9.424000948137003508e-01,-6.458346714520555309e-01,-1.380024213943684464e+00,-2.012849773491481198e+00,-4.314376732152445104e-01,3.125269335560571626e+00,2.815947433605515693e-01,3.573972200851767589e+00,2.000000000000000000e+00
-3.149564615554792724e+00,1.801625900312209039e+00,3.619524212931459317e+00,-1.754880730237396769e+00,5.055663589072262099e+00,-4.958377054640510373e+00,-1.851248592122248127e+00,1.292549246355172432e-01,-1.425501890537679728e+00,-3.699378628858655649e+00,-1.137054290942943524e+00,-4.814969998162306197e+00,2.839669293118332494e+00,1.774145237635890604e+00,-1.009206816179858190e+00,-2.326386207329986355e+00,-1.574999134640349130e+00,3.800564682980442921e+00,1.891907363196882574e+00,2.755491117128805456e-01,2.000000000000000000e+00
4.859477490409304323e+00,-3.959544595088143826e+00,-1.310565578057164338e+00,-3.731494723646050504e-01,-2.612946956282685917e+00,6.278515503521568064e+00,-3.299348611297144185e+00,-1.575475441465893356e-01,-2.614764582994115294e+00,2.474490265176962467e+00,2.807492370673271953e+00,3.936436920871186906e+00,-1.221917706665286207e+00,3.036584620453647965e+00,8.062322327406065137e-01,1.560122064231129313e+00,-4.539015785496901323e+00,1.067447255820026752e+00,-2.001477210786850591e+00,3.138184891581945912e+00,2.000000000000000000e+00
-2.510182342717968140e+00,5.770149986139039733e+00,-5.367976442740090448e+00,8.966263713671516200e-01,-4.321124487315386453e+00,-8.641917791758444434e-01,-4.916489023157841753e-01,1.560777615713607291e+00,-3.521960326165489263e+00,-4.399770858556144026e-01,-1.944175825451816664e+00,-3.822563906379578658e+00,-1.206530211381631856e+00,3.621221402563296721e+00,1.439279654186910173e+00,-3.058660169432817488e-01,7.752979595825639780e-01,2.223328921847462780e+00,-4.421399451170748840e+00,-1.247591131832677558e+00,3.000000000000000000e+00
-2.515990229740070028e+00,3.955287167984542052e+00,2.557077138725813548e+00,-1.061324223348116602e+00,3.178751958135030087e+00,-5.014707274761731171e+00,-1.383112406528524518e+00,-2.294035553419393914e+00,-1.674808685443219147e+00,-1.108899726151282294e+00,-1.243963122066281901e+00,-5.485229516058831578e+00,-2.156965500773977418e-01,2.798000473682288103e+00,-1.014258616602836893e+00,-1.437485804690455282e+00,-9.458451571516557355e-01,4.150738079123625468e+00,1.570506455848634797e+00,2.631147592420684855e+00,2.000000000000000000e+00
-7.815373628358052160e-01,3.556133364785591500e+00,1.756660098871609454e+00,1.283059608267338225e+00,-3.166748767288177557e+00,-3.206111533213497289e+00,-4.260797366033466815e+00,4.416980042520270544e+00,7.634284344864770144e-01,1.559774419717564697e+00,-3.781760154304276256e+00,4.942498592296770354e+00,3.754403033920583610e+00,-2.642077828075592993e+00,-2.624530353030261054e+00,-4.332335410113541840e+00,-2.847132113835169065e+00,1.062392879604276086e+00,9.106479425367983715e-01,-3.009725535219658799e+00,0.000000000000000000e+00
-1.219251626278450962e+00,-2.152560795622621814e+00,3.261995041680485485e+00,4.244463557654938768e+00,-1.885204121278456491e+00,-1.889911709641319160e+00,-1.636664881506357805e-01,1.276912069952087947e+00,-4.249135527289143788e+00,-4.095714563476476222e+00,1.282229439648913782e+00,-3.704268834201244198e-01,-1.739400214145064405e+00,5.606370339987787332e+00,3.693762639337939468e+00,4.200454085160695072e+00,-1.314534206257920390e+00,3.089953299169925671e+00,3.456745778834465987e+00,-2.546292058189971286e+00,1.000000000000000000e+00
-2.266394118464709617e+00,3.206756082008240583e+00,3.476383138421537566e+00,-2.290144272716086782e+00,3.013680957290183926e+00,-1.820410711304695672e+00,-2.520597147024330020e+00,-1.371253420881745733e+00,-2.328923693413125662e+00,-2.271466488354279001e+00,-1.035303648633027152e+00,-4.344174414439706311e+00,3.122082631289770482e+00,-4.754858730498048303e-01,1.022037451193131607e+00,-2.144227443295023683e+00,-6.583164957539338058e-01,4.923118065728198545e+00,1.729635136870730783e+00,2.550374300587652687e+00,2.000000000000000000e+00
-2.906028005195746555e+00,-2.875851704424742028e+00,-4.757362414358342617e-01,2.522920177394976982e+00,2.268248658724187017e+00,-4.262117464607029227e+00,-2.500185778698309047e+00,5.987730887747196640e+00,1.491221501886874412e+00,-4.736057223670789185e+00,2.420651845568952076e+00,-3.238727853750166474e+00,3.547055433678017788e+00,-4.111232051149472433e+00,-3.097668153811624858e+00,9.590886384451839941e-01,2.181414043210987863e+00,-1.655661112974038840e+00,-3.561044217307701487e+00,-1.075408747416629840e+00,3.000000000000000000e+00
6.500876027177708849e+00,-4.593568634353105473e+00,-2.067848080716486736e-01,4.136581181935122808e-01,-4.778305901470773165e+00,4.764855822823159670e+00,-5.034724985105982320e+00,-7.848937256751835623e-01,-2.623775122467684184e-01,2.099027032705823803e+00,1.132643015380015106e+00,2.811210106832769728e+00,-1.534862073213740352e+00,2.655010123795350729e+00,-4.105642869123460326e-02,1.812626517234246837e+00,-4.581604332948076674e+00,-3.869035762918721089e-02,-3.718799551540687975e+00,2.051543013497622248e+00,2.000000000000000000e+00
-2.121889637627115910e+00,2.223210872849348263e+00,1.713408774229822740e+00,-1.843088918867222592e+00,4.028540015565791776e+00,-3.752551550729498420e+00,-1.506142126396941450e+00,-1.656521194152496879e+00,-2.328390958992287985e+00,-5.015514710232992002e+00,-2.868837753600357310e+00,-4.887100044144131239e+00,3.540703957572381988e+00,2.199308059191559028e+00,-2.269817401201974505e-01,-2.179926601088351568e+00,-3.314507810778509200e-01,4.565916466875182600e+00,2.029483010420330968e-01,4.211063743275154536e+00,2.000000000000000000e+00
5.146525003116416030e+00,-5.113994965096477330e+00,1.211395699501029100e+00,5.140205612227434218e-01,-2.201411843678488633e+00,3.681092569708532380e+00,-4.332311939362686992e+00,-1.113487531975330569e+00,-3.251842326432515140e+00,2.159226606226716250e+00,2.250558978845241143e+00,3.012117064604715289e+00,-1.010442164526804909e+00,3.179159601432870907e+00,7.379471563111256183e-01,3.036136046569941183e+00,-3.784831702171008949e+00,2.145358429952811674e-01,-2.352307781259582065e+00,2.958672874508636141e+00,2.000000000000000000e+00
-1.321823002106818912e+00,-3.250068641106548029e+00,4.052478907924173868e+00,-3.989294958755342790e-01,-1.458278790288134896e+00,-5.101743236752474431e+00,7.546385682797027705e-01,-2.833343071059852836e+00,-4.370508420644910075e+00,-2.629220245678673962e-01,-1.494617168982449895e+00,-1.636293439353360579e+00,-3.788916345665890306e-01,9.354896181620069306e-01,-1.657248862025833880e+00,-4.058310459396399672e+00,-9.096202106858889413e-01,-4.640223624538199587e+00,1.530518623662219913e+00,4.302092690806712305e+00,1.000000000000000000e+00
-2.207267139630193054e+00,-2.468238976826990339e+00,-4.375998870070025859e-01,3.536316212815318494e+00,5.000907025349382806e+00,-4.031659245188687457e+00,-5.707811061309710610e+00,3.646693164784303498e+00,2.136245907154028956e+00,-6.420828492500413098e+00,-1.681589396447162876e+00,-3.193757238335774851e+00,4.237749480473754993e+00,-5.144814109040403594e+00,-6.986015774902522679e+00,1.195585482592791404e+00,2.562355253244886111e+00,-3.421516546583418084e+00,-2.496283696884373349e+00,-1.273762403594703940e+00,3.000000000000000000e+00
3.349185607989439539e+00,-4.934465347311888905e+00,-1.415154014946339522e+00,-5.393358848104377046e-01,-3.436276336046662827e+00,3.590000909964907283e+00,-4.652453166756009395e+00,5.241111405569616188e-01,-2.385490186834393178e+00,1.391529921959726357e+00,3.102806548463088454e+00,3.580305596345215946e+00,3.205573075439753783e-01,2.154880764262777859e+00,9.079440657783544033e-03,1.741933895322274495e+00,-4.503885782086652689e+00,-8.334583744186551124e-01,-4.308932479788878389e+00,3.632538560582752041e+00,2.000000000000000000e+00
-2.331357798952701454e+00,4.418645783738330834e+00,2.738290535033952811e+00,4.254880529049528404e-01,-5.519791705393933157e+00,-2.937842766593857124e+00,-5.011068208778914013e+00,4.514537590979846193e+00,7.314152945059886335e-01,1.807799381313176301e+00,-4.295873434772880195e+00,4.115931125648069511e+00,3.957344825478166239e+00,-1.077156811500963318e+00,-5.277599592778468462e+00,-3.118684495241024202e+00,-1.569836554558751596e+00,-4.456231230499543283e-01,3.549501626402522536e-01,-2.183791879393944146e+00,0.000000000000000000e+00
3.782590937256631314e+00,-3.876754081528992923e+00,-2.319699183119343644e-01,-2.349029584855083508e-01,-2.284954022393390183e+00,1.834328153696250574e+00,-5.571890898281125715e+00,2.128346587372219600e-01,-1.467183262242941044e+00,1.599703790702417860e+00,2.707836921182583900e+00,3.821987087313080345e+00,3.663620752993297369e-01,3.347665174776857544e+00,1.610421623644155975e+00,2.206005631151801261e+00,-3.866896688427048812e+00,-5.234605349444373390e-01,-3.226354363178818740e+00,1.757158042453649704e+00,2.000000000000000000e+00
